Нас. пункт;Улица;Номер;Корпус;Литера;Метро
﻿Санкт-Петербург;Маршала Блюхера;51;1;;Лесная
﻿Санкт-Петербург;Маршала Блюхера;51;1;А;Ленина пл.
﻿Санкт-Петербург;Маршала Блюхера;54;;А;Ладожская
﻿Санкт-Петербург;Маршала Блюхера;55;;;Ленина пл.
﻿Санкт-Петербург;Маршала Блюхера;57;1;;Ленина пл.
﻿Санкт-Петербург;Маршала Блюхера;61;1;;Ленина пл.
﻿Санкт-Петербург;Маршала Блюхера;61;1;;Лесная
﻿Санкт-Петербург;Маршала Блюхера;61;1;;Новочеркасская
﻿Санкт-Петербург;Маршала Блюхера;61;;;Ладожская
﻿Санкт-Петербург;Маршала Блюхера;63;2;;Ладожская
﻿Санкт-Петербург;Маршала Блюхера;65;;;Ладожская
﻿Санкт-Петербург;Маршала Блюхера;67;1;;Ладожская
﻿Санкт-Петербург;Маршала Блюхера;77;2;;Лесная
﻿Санкт-Петербург;Маршала Блюхера;161;1;;Ленина пл.
﻿Санкт-Петербург;Маршала Говорова;3;7;;Кировский завод
﻿Санкт-Петербург;Маршала Говорова;10;;;Кировский завод
﻿Санкт-Петербург;Маршала Говорова;11;;;Кировский завод
﻿Санкт-Петербург;Маршала Говорова;12;1;;Кировский завод
﻿Санкт-Петербург;Маршала Говорова;14;;;Кировский завод
﻿Санкт-Петербург;Маршала Говорова;19;;;Кировский завод
﻿Санкт-Петербург;Маршала Говорова;22;10;;Кировский завод
﻿Санкт-Петербург;Маршала Говорова;22;;;Кировский завод
﻿Санкт-Петербург;Маршала Говорова;23;;;Кировский завод
﻿Санкт-Петербург;Маршала Говорова;26;;;Нарвская
﻿Санкт-Петербург;Маршала Говорова;28;;;Кировский завод
﻿Санкт-Петербург;Маршала Говорова;28;;;Нарвская
﻿Санкт-Петербург;Маршала Жукова;18;;;Ленинский пр.
﻿Санкт-Петербург;Маршала Жукова;28;3;;Автово
﻿Санкт-Петербург;Маршала Жукова;30;2;;Ленинский пр.
﻿Санкт-Петербург;Маршала Жукова;30;2;;Ветеранов пр.
﻿Санкт-Петербург;Маршала Жукова;32;1;;Ленинский пр.
﻿Санкт-Петербург;Маршала Жукова;32;1;;Ленинский пр.
﻿Санкт-Петербург;Маршала Жукова;33;1;;Ленинский пр.
﻿Санкт-Петербург;Маршала Жукова;33;1;;Автово
﻿Санкт-Петербург;Маршала Жукова;33;1;;Ленинский пр.
﻿Санкт-Петербург;Маршала Жукова;34;1;;Ленинский пр.
﻿Санкт-Петербург;Маршала Жукова;35;3;;Кировский завод
﻿Санкт-Петербург;Маршала Жукова;36;1;;Ленинский пр.
﻿Санкт-Петербург;Маршала Жукова;36;;;Ленинский пр.
﻿Санкт-Петербург;Маршала Жукова;37;1;А;Ленинский пр.
﻿Санкт-Петербург;Маршала Жукова;37;3;;Ленинский пр.
﻿Санкт-Петербург;Маршала Жукова;41;;;Ветеранов пр.
﻿Санкт-Петербург;Маршала Жукова;41;;;Ленинский пр.
﻿Санкт-Петербург;Маршала Жукова;43;1;;Ветеранов пр.
﻿Санкт-Петербург;Маршала Жукова;43;1;;Ленинский пр.
﻿Санкт-Петербург;Маршала Жукова;45;;;Автово
﻿Санкт-Петербург;Маршала Жукова;47;;;Ленинский пр.
﻿Санкт-Петербург;Маршала Жукова;47;;;Ветеранов пр.
﻿Санкт-Петербург;Маршала Жукова;48;1;;Ветеранов пр.
﻿Санкт-Петербург;Маршала Жукова;48;1;;Автово
﻿Санкт-Петербург;Маршала Жукова;54;1;;Ветеранов пр.
﻿Санкт-Петербург;Маршала Жукова;54;6;Б;Ветеранов пр.
﻿Санкт-Петербург;Маршала Жукова;54;6;;Ветеранов пр.
﻿Санкт-Петербург;Маршала Жукова;54;6;;Ленинский пр.
﻿Санкт-Петербург;Маршала Жукова;54;;;Автово
﻿Санкт-Петербург;Маршала Жукова;56;6;;Ветеранов пр.
﻿Санкт-Петербург;Маршала Жукова;56;8;;Ветеранов пр.
﻿Санкт-Петербург;Маршала Жукова;56;9;;Ветеранов пр.
﻿Санкт-Петербург;Маршала Жукова;58;1;;Автово
﻿Санкт-Петербург;Маршала Жукова;58;1;;Ветеранов пр.
﻿Санкт-Петербург;Маршала Жукова;60;2;;Ветеранов пр.
﻿Санкт-Петербург;Маршала Жукова;60;2;;Автово
﻿Санкт-Петербург;Маршала Жукова;60;2;;Ленинский пр.
﻿Санкт-Петербург;Маршала Жукова;60;2;;Ветеранов пр.
﻿Санкт-Петербург;Маршала Жукова;60;;;Ветеранов пр.
﻿Санкт-Петербург;Маршала Жукова;62;2;;Ветеранов пр.
﻿Санкт-Петербург;Маршала Жукова;64;1;;Ветеранов пр.
﻿Санкт-Петербург;Маршала Жукова;64;;;Ветеранов пр.
﻿Санкт-Петербург;Маршала Жукова;66;1;;Автово
﻿Санкт-Петербург;Маршала Жукова;66;1;;Ветеранов пр.
﻿Санкт-Петербург;Маршала Жукова;66;2;;Ветеранов пр.
﻿Санкт-Петербург;Маршала Жукова;66;;;Ветеранов пр.
﻿Санкт-Петербург;Маршала Жукова;68;2;;Ветеранов пр.
﻿Санкт-Петербург;Маршала Жукова;70;2;;Ветеранов пр.
﻿Санкт-Петербург;Маршала Жукова;72;1;;Ветеранов пр.
﻿Санкт-Петербург;Маршала Жукова;72;2;;Ветеранов пр.
﻿Санкт-Петербург;Маршала Жукова;72;3;;Ветеранов пр.
﻿Санкт-Петербург;Маршала Жукова;72;4;;Ленинский пр.
﻿Санкт-Петербург;Маршала Жукова;72;4;;Ветеранов пр.
﻿Санкт-Петербург;Маршала Жукова;74;1;;Ветеранов пр.
﻿Санкт-Петербург;Маршала Захарова;9;;;Ленинский пр.
﻿Санкт-Петербург;Маршала Захарова;12;1;;Ленинский пр.
﻿Санкт-Петербург;Маршала Захарова;12;2;;Ленинский пр.
﻿Санкт-Петербург;Маршала Захарова;12;2;;Ветеранов пр.
﻿Санкт-Петербург;Маршала Захарова;14;2;;Ленинский пр.
﻿Санкт-Петербург;Маршала Захарова;14;2;;Автово
﻿Санкт-Петербург;Маршала Захарова;14;2;;Ветеранов пр.
﻿Санкт-Петербург;Маршала Захарова;15;;;Ленинский пр.
﻿Санкт-Петербург;Маршала Захарова;16;1;;Ленинский пр.
﻿Санкт-Петербург;Маршала Захарова;16;2;;Ленинский пр.
﻿Санкт-Петербург;Маршала Захарова;16;;;Ленинский пр.
﻿Санкт-Петербург;Маршала Захарова;17;2;;Ленинский пр.
﻿Санкт-Петербург;Маршала Захарова;17;2;;Автово
﻿Санкт-Петербург;Маршала Захарова;17;2;;Ветеранов пр.
﻿Санкт-Петербург;Маршала Захарова;18;1;;Ленинский пр.
﻿Санкт-Петербург;Маршала Захарова;18;1;А;Ленинский пр.
﻿Санкт-Петербург;Маршала Захарова;18;2;;Ленинский пр.
﻿Санкт-Петербург;Маршала Захарова;18;2;;Ветеранов пр.
﻿Санкт-Петербург;Маршала Захарова;22;1;;Автово
﻿Санкт-Петербург;Маршала Захарова;22;1;;Ветеранов пр.
﻿Санкт-Петербург;Маршала Захарова;22;1;;Ленинский пр.
﻿Санкт-Петербург;Маршала Захарова;22;;;Ленинский пр.
﻿Санкт-Петербург;Маршала Захарова;25;1;;Ленинский пр.
﻿Санкт-Петербург;Маршала Захарова;27;1;;Ленинский пр.
﻿Санкт-Петербург;Маршала Захарова;27;2;;Ленинский пр.
﻿Санкт-Петербург;Маршала Захарова;27;3;;Ветеранов пр.
﻿Санкт-Петербург;Маршала Захарова;27;;;Ветеранов пр.
﻿Санкт-Петербург;Маршала Захарова;29;3;А;Ленинский пр.
﻿Санкт-Петербург;Маршала Захарова;30;1;;Ленинский пр.
﻿Санкт-Петербург;Маршала Захарова;30;1;;Автово
﻿Санкт-Петербург;Маршала Захарова;33;1;;Ленинский пр.
﻿Санкт-Петербург;Маршала Захарова;33;1;А;Ленинский пр.
﻿Санкт-Петербург;Маршала Захарова;33;1;;Ветеранов пр.
﻿Санкт-Петербург;Маршала Захарова;33;;;Ленинский пр.
﻿Санкт-Петербург;Маршала Захарова;35;1;;Ленинский пр.
﻿Санкт-Петербург;Маршала Захарова;35;2;;Ленинский пр.
﻿Санкт-Петербург;Маршала Захарова;50;1;;Ленинский пр.
﻿Санкт-Петербург;Маршала Захарова;56;;;Ленинский пр.
﻿Санкт-Петербург;Маршала Захарова;56;;;Ветеранов пр.
﻿Санкт-Петербург;Маршала Захарова;60;;;Ленинский пр.
﻿Санкт-Петербург;Маршала Захарова;60;;;Ветеранов пр.
﻿Санкт-Петербург;Маршала Захарова;181;;;Ветеранов пр.
﻿Санкт-Петербург;Маршала Казакова;1;2;В;Автово
﻿Санкт-Петербург;Маршала Казакова;5;1;;Автово
﻿Санкт-Петербург;Маршала Казакова;9;1;;Автово
﻿Санкт-Петербург;Маршала Казакова;9;2;;Автово
﻿Санкт-Петербург;Маршала Казакова;9;;;Ветеранов пр.
﻿Санкт-Петербург;Маршала Казакова;9;;;Ленинский пр.
﻿Санкт-Петербург;Маршала Казакова;12;1;;Автово
﻿Санкт-Петербург;Маршала Казакова;12;1;;Ветеранов пр.
﻿Санкт-Петербург;Маршала Казакова;12;4;;Автово
﻿Санкт-Петербург;Маршала Казакова;12;;;Автово
﻿Санкт-Петербург;Маршала Казакова;20;;;Ленинский пр.
﻿Санкт-Петербург;Маршала Казакова;24;2;;Ленинский пр.
﻿Санкт-Петербург;Маршала Казакова;26;;;Ленинский пр.
﻿Санкт-Петербург;Маршала Казакова;28;1;;Автово
﻿Санкт-Петербург;Маршала Казакова;32;;;Ветеранов пр.
﻿Санкт-Петербург;Маршала Казакова;38;1;;Автово
﻿Санкт-Петербург;Маршала Казакова;38;1;;Автово
﻿Санкт-Петербург;Маршала Казакова;44;2;;Ветеранов пр.
﻿Санкт-Петербург;Маршала Казакова;50;1;;Автово
﻿Санкт-Петербург;Маршала Казакова;68;1;;Ленинский пр.
﻿Санкт-Петербург;Маршала Казакова;68;1;;Ветеранов пр.
﻿Санкт-Петербург;Маршала Казакова;68;1;;Автово
﻿Санкт-Петербург;Маршала Казакова;68;1;;Ленинский пр.
﻿Санкт-Петербург;Маршала Казакова;68;1;;Автово
﻿Санкт-Петербург;Маршала Казакова;68;1;;Ветеранов пр.
﻿Санкт-Петербург;Маршала Казакова;68;;;Автово
﻿Санкт-Петербург;Маршала Казакова;78;1;;Автово
﻿Санкт-Петербург;Маршала Казакова;78;1;;Ленинский пр.
﻿Санкт-Петербург;Маршала Казакова;78;1;;Ленинский пр.
﻿Санкт-Петербург;Маршала Казакова;78;1;А;Ленинский пр.
﻿Санкт-Петербург;Маршала Казакова;82;1;;Ленинский пр.
﻿Санкт-Петербург;Маршала Казакова;84;1;;Автово
﻿Санкт-Петербург;Маршала Новикова;1;1;;Комендантский пр.
﻿Санкт-Петербург;Маршала Новикова;1;1;а;Комендантский пр.
﻿Санкт-Петербург;Маршала Новикова;2;1;;Комендантский пр.
﻿Санкт-Петербург;Маршала Новикова;3;;;Комендантский пр.
﻿Санкт-Петербург;Маршала Новикова;5;;;Комендантский пр.
﻿Санкт-Петербург;Маршала Новикова;7;;;Комендантский пр.
﻿Санкт-Петербург;Маршала Новикова;8;1;;Комендантский пр.
﻿Санкт-Петербург;Маршала Новикова;10;1;;Комендантский пр.
﻿Санкт-Петербург;Маршала Новикова;23;1;;Комендантский пр.
﻿Санкт-Петербург;Маршала Новикова;23;;;Пионерская
﻿Санкт-Петербург;Маршала Тухачевского;1;;;Новочеркасская
﻿Санкт-Петербург;Маршала Тухачевского;5;5;;Ладожская
﻿Санкт-Петербург;Маршала Тухачевского;5;5;;Ленина пл.
﻿Санкт-Петербург;Маршала Тухачевского;7;2;;Ладожская
﻿Санкт-Петербург;Маршала Тухачевского;11;;;Ладожская
﻿Санкт-Петербург;Маршала Тухачевского;21;1;;Ленина пл.
﻿Санкт-Петербург;Маршала Тухачевского;23;1;;Ленина пл.
﻿Санкт-Петербург;Маршала Тухачевского;23;1;;Ладожская
﻿Санкт-Петербург;Маршала Тухачевского;23;1;;Новочеркасская
﻿Санкт-Петербург;Маршала Тухачевского;23;;;Ладожская
﻿Санкт-Петербург;Маршала Тухачевского;23;;;Ленина пл.
﻿Санкт-Петербург;Маршала Тухачевского;23;;;Новочеркасская
﻿Санкт-Петербург;Маршала Тухачевского;23;;;Чернышевская
﻿Санкт-Петербург;Маршала Тухачевского;23;;;Лесная
﻿Санкт-Петербург;Маршала Тухачевского;33;;;Новочеркасская
﻿Санкт-Петербург;Маршала Тухачевского;37;;;Новочеркасская
﻿Санкт-Петербург;Маршала Тухачевского;37;;;Ленина пл.
﻿Санкт-Петербург;Маршала Тухачевского;39;;;Ленина пл.
﻿Санкт-Петербург;Мастерская;3;;;Садовая
﻿Санкт-Петербург;Мастерская;11;;;Садовая
﻿Санкт-Петербург;Матроса Железняка;11;;;Черная речка
﻿Санкт-Петербург;Матроса Железняка;17;;;Черная речка
﻿Санкт-Петербург;Матроса Железняка;21;;;Черная речка
﻿Санкт-Петербург;Матроса Железняка;55;;;Черная речка
﻿Санкт-Петербург;Матроса Железняка;57;;А;Пионерская
﻿Санкт-Петербург;Матроса Железняка;57;;;Пионерская
﻿Санкт-Петербург;Матроса Железняка;57;;;Черная речка
﻿Санкт-Петербург;Матюшенко;14;;;Ломоносовская
﻿Санкт-Петербург;Матюшенко;16;;;Ломоносовская
﻿Санкт-Петербург;Маяковского;1;;;Маяковская
﻿Санкт-Петербург;Маяковского;7;;;Маяковская
﻿Санкт-Петербург;Маяковского;10;;;Восстания пл.
﻿Санкт-Петербург;Маяковского;10;;;Маяковская
﻿Санкт-Петербург;Маяковского;14;;;Маяковская
﻿Санкт-Петербург;Маяковского;14;;;Восстания пл.
﻿Санкт-Петербург;Маяковского;16;;;Маяковская
﻿Санкт-Петербург;Маяковского;17;;;Маяковская
﻿Санкт-Петербург;Маяковского;18;;;Маяковская
﻿Санкт-Петербург;Маяковского;19;;;Маяковская
﻿Санкт-Петербург;Маяковского;25;;а;Чернышевская
﻿Санкт-Петербург;Маяковского;26;;;Восстания пл.
﻿Санкт-Петербург;Маяковского;30;;;Восстания пл.
﻿Санкт-Петербург;Маяковского;32;;;Маяковская
﻿Санкт-Петербург;Маяковского;34;;;Чернышевская
﻿Санкт-Петербург;Маяковского;34;;;Маяковская
﻿Санкт-Петербург;Маяковского;36;;;Чернышевская
﻿Санкт-Петербург;Маяковского;40;;;Чернышевская
﻿Санкт-Петербург;Маяковского;42;;;Чернышевская
﻿Санкт-Петербург;Маяковского;42;;;Восстания пл.
﻿Санкт-Петербург;Маяковского;44;;;Чернышевская
﻿Санкт-Петербург;Маяковского;48;;;Чернышевская
﻿Санкт-Петербург;Мгинская;3;;;Волковская
﻿Санкт-Петербург;Мебельная;19;2;А;Старая Деревня
﻿Санкт-Петербург;Мебельная;19;2;;Беговая
﻿Санкт-Петербург;Мебельная;19;2;;Старая Деревня
﻿Санкт-Петербург;Мебельная;19;;;Старая Деревня
﻿Санкт-Петербург;Мебельная;21;1;;Беговая
﻿Санкт-Петербург;Мебельная;21;2;;Старая Деревня
﻿Санкт-Петербург;Мебельная;21;2;;Беговая
﻿Санкт-Петербург;Мебельная;25;1;;Комендантский пр.
﻿Санкт-Петербург;Мебельная;25;1;;Беговая
﻿Санкт-Петербург;Мебельная;25;1;;Старая Деревня
﻿Санкт-Петербург;Мебельная;25;;;Беговая
﻿Санкт-Петербург;Мебельная;35;2;;Беговая
﻿Санкт-Петербург;Мебельная;35;2;;Старая Деревня
﻿Санкт-Петербург;Мебельная;45;1;Б;Беговая
﻿Санкт-Петербург;Мебельная;45;1;;Старая Деревня
﻿Санкт-Петербург;Мебельная;45;2;;Беговая
﻿Санкт-Петербург;Мебельная;47;1;;Беговая
﻿Санкт-Петербург;Мебельная;47;1;;Старая Деревня
﻿Санкт-Петербург;Мебельная;49;;А;Беговая
﻿Санкт-Петербург;Мебельная;49;;;Комендантский пр.
﻿Санкт-Петербург;Мебельная;49;;;Беговая
﻿Санкт-Петербург;Медиков;6;1;;Петроградская
﻿Санкт-Петербург;Медиков;6;5;;Петроградская
﻿Санкт-Петербург;Медиков;10;1;;Петроградская
﻿Санкт-Петербург;Медиков;10;1;А;Петроградская
﻿Санкт-Петербург;Медиков;10;2;;Петроградская
﻿Санкт-Петербург;Медиков;10;4;;Петроградская
﻿Санкт-Петербург;Медиков;10;4;;Крестовский остров
﻿Санкт-Петербург;Медиков;10;5;;Петроградская
﻿Санкт-Петербург;Медиков;10;6;;Петроградская
﻿Санкт-Петербург;Медиков;10;7;;Петроградская
﻿Санкт-Петербург;Медиков;10;8;;Петроградская
﻿Санкт-Петербург;Медиков;10;9;Ж;Петроградская
﻿Санкт-Петербург;Медиков;10;9;;Петроградская
﻿Санкт-Петербург;Медиков;10;;;Петроградская
﻿Санкт-Петербург;Медиков;10;;;Пролетарская
﻿Санкт-Петербург;Медиков;104;;;Петроградская
﻿Санкт-Петербург;Межозерная;9;;;Озерки
﻿Санкт-Петербург;Меншиковский;1;;;Академическая
﻿Санкт-Петербург;Меншиковский;1;;;Мужества пл.
﻿Санкт-Петербург;Меншиковский;3;;;Мужества пл.
﻿Санкт-Петербург;Меншиковский;5;3;;Академическая
﻿Санкт-Петербург;Меншиковский;13;3;;Ленина пл.
﻿Санкт-Петербург;Меншиковский;17;;;Академическая
﻿Санкт-Петербург;Металлистов;6;;;Новочеркасская
﻿Санкт-Петербург;Металлистов;8;;;Новочеркасская
﻿Санкт-Петербург;Металлистов;15;;;Ладожская
﻿Санкт-Петербург;Металлистов;15;;;Новочеркасская
﻿Санкт-Петербург;Металлистов;21;1;;Новочеркасская
﻿Санкт-Петербург;Металлистов;23;2;;Новочеркасская
﻿Санкт-Петербург;Металлистов;25;1;;Новочеркасская
﻿Санкт-Петербург;Металлистов;25;1;;Ладожская
﻿Санкт-Петербург;Металлистов;25;;;Новочеркасская
﻿Санкт-Петербург;Металлистов;48;;;Новочеркасская
﻿Санкт-Петербург;Металлистов;59;;;Ленина пл.
﻿Санкт-Петербург;Металлистов;59;;;Новочеркасская
﻿Санкт-Петербург;Металлистов;61;1;;Ленина пл.
﻿Санкт-Петербург;Металлистов;61;;;Ленина пл.
﻿Санкт-Петербург;Металлистов;66;;;Новочеркасская
﻿Санкт-Петербург;Металлистов;69;;;Ленина пл.
﻿Санкт-Петербург;Металлистов;71;;;Ленина пл.
﻿Санкт-Петербург;Металлистов;72;;;Ладожская
﻿Санкт-Петербург;Металлистов;74;;;Новочеркасская
﻿Санкт-Петербург;Металлистов;79;;;Ленина пл.
﻿Санкт-Петербург;Металлистов;80;1;;Новочеркасская
﻿Санкт-Петербург;Металлистов;82;;;Ленина пл.
﻿Санкт-Петербург;Металлистов;84;;;Ленина пл.
﻿Санкт-Петербург;Металлистов;87;;;Ленина пл.
﻿Санкт-Петербург;Металлистов;87;;;Лесная
﻿Санкт-Петербург;Металлистов;88;;;Ленина пл.
﻿Санкт-Петербург;Металлистов;90;;;Лесная
﻿Санкт-Петербург;Металлистов;91;;;Лесная
﻿Санкт-Петербург;Металлистов;92;2;;Выборгская
﻿Санкт-Петербург;Металлистов;100;;;Ленина пл.
﻿Санкт-Петербург;Металлистов;108;;;Ленина пл.
﻿Санкт-Петербург;Металлистов;110;2;;Ленина пл.
﻿Санкт-Петербург;Металлистов;111;;;Ленина пл.
﻿Санкт-Петербург;Металлистов;111;;;Выборгская
﻿Санкт-Петербург;Металлистов;112;2;;Ленина пл.
﻿Санкт-Петербург;Металлистов;113;;;Ленина пл.
﻿Санкт-Петербург;Металлистов;114;2;;Новочеркасская
﻿Санкт-Петербург;Металлистов;116;1;;Лесная
﻿Санкт-Петербург;Металлистов;116;;;Ленина пл.
﻿Санкт-Петербург;Металлистов;116;;А;Ленина пл.
﻿Санкт-Петербург;Металлистов;116;;;Выборгская
﻿Санкт-Петербург;Металлистов;120;;;Выборгская
﻿Санкт-Петербург;Металлистов;130;;;Лесная
﻿Санкт-Петербург;Металлистов;132;;;Ленина пл.
﻿Санкт-Петербург;Металлистов;132;;;Лесная
﻿Санкт-Петербург;Металлистов;132;;А;Лесная
﻿Санкт-Петербург;Мечникова;5;2;;Академическая
﻿Санкт-Петербург;Мечникова;5;2;;Лесная
﻿Санкт-Петербург;Мечникова;11;;;Ленина пл.
﻿Санкт-Петербург;Мечникова;14;;;Академическая
﻿Санкт-Петербург;Мечникова;14;;;Лесная
﻿Санкт-Петербург;Мечникова;18;;;Лесная
﻿Санкт-Петербург;Миллионная;11;;;Адмиралтейская
﻿Санкт-Петербург;Миллионная;17;;;Адмиралтейская
﻿Санкт-Петербург;Миллионная;20;;А;Гостиный Двор
﻿Санкт-Петербург;Миллионная;24;;;Адмиралтейская
﻿Санкт-Петербург;Миллионная;25;;;Адмиралтейская
﻿Санкт-Петербург;Миллионная;29;;;Адмиралтейская
﻿Санкт-Петербург;Миллионная;29;;;Невский пр.
﻿Санкт-Петербург;Миллионная;32;;;Адмиралтейская
﻿Санкт-Петербург;Миллионная;38;;;Гостиный Двор
﻿Санкт-Петербург;Миллионная;38;;;Адмиралтейская
﻿Санкт-Петербург;Минский;3;;;Садовая
﻿Санкт-Петербург;Мира;6;;А;Горьковская
﻿Санкт-Петербург;Мира;6;;;Горьковская
﻿Санкт-Петербург;Мира;6;;;Петроградская
﻿Санкт-Петербург;Мира;10;;;Горьковская
﻿Санкт-Петербург;Мира;15;;;Горьковская
﻿Санкт-Петербург;Мира;23;;;Горьковская
﻿Санкт-Петербург;Мира;25;;;Петроградская
﻿Санкт-Петербург;Мира;27;;;Петроградская
﻿Санкт-Петербург;Мира;31;;;Петроградская
﻿Санкт-Петербург;Мира;31;;;Горьковская
﻿Санкт-Петербург;Мира;35;;;Петроградская
﻿Санкт-Петербург;Мира;36;;;Горьковская
﻿Санкт-Петербург;Мира;36;;А;Горьковская
﻿Санкт-Петербург;Мира;37;;;Горьковская
﻿Санкт-Петербург;Мира;37;;;Петроградская
﻿Санкт-Петербург;Миргородская;14;;;Восстания пл.
﻿Санкт-Петербург;Митавский;3;;;Чернышевская
﻿Санкт-Петербург;Митавский;10;;;Восстания пл.
﻿Парголово;Михаила Дудина;1;;А;Парнас
﻿Парголово;Михаила Дудина;10;;А;Парнас
﻿Парголово;Михаила Дудина;12;;А;Парнас
﻿Парголово;Михаила Дудина;18;;А;Парнас
﻿Парголово;Михаила Дудина;23;1;А;Парнас
﻿Парголово;Михаила Дудина;25;1;А;Парнас
﻿Парголово;Михаила Дудина;25;2;А;Парнас
﻿Парголово;Михаила Дудина;25;;А;Парнас
﻿Парголово;Михаила Дудина;25;1;А;Парнас
﻿Санкт-Петербург;Михайлова;8;;;Ленина пл.
﻿Санкт-Петербург;Михайлова;10;;Б;Ленина пл.
﻿Санкт-Петербург;Михайлова;12;;;Ленина пл.
﻿Санкт-Петербург;Мичманская;2;1;;Приморская
﻿Санкт-Петербург;Мичманская;4;;;Приморская
﻿Санкт-Петербург;Мичурина  (Володарский);11;;;Ветеранов пр.
﻿Санкт-Петербург;Мичурина  (Володарский);13;;;Ветеранов пр.
﻿Санкт-Петербург;Мичуринская;1;;;Горьковская
﻿Санкт-Петербург;Мичуринская;4;;;Горьковская
﻿Санкт-Петербург;Мичуринская;6;;;Горьковская
﻿Санкт-Петербург;Мичуринская;12;;;Горьковская
﻿Санкт-Петербург;Мичуринская;14;;;Горьковская
﻿Санкт-Петербург;Мичуринская;19;;;Горьковская
﻿Санкт-Петербург;Мичуринская;21;;;Горьковская
﻿Санкт-Петербург;Можайская;9;;;Технологический и-т
﻿Санкт-Петербург;Можайская;11;;;Пушкинская
﻿Санкт-Петербург;Можайская;11;;;Технологический и-т
﻿Санкт-Петербург;Можайская;12;;;Пушкинская
﻿Санкт-Петербург;Можайская;15;;;Пушкинская
﻿Санкт-Петербург;Можайская;24;;;Пушкинская
﻿Санкт-Петербург;Можайская;24;;;Звенигородская
﻿Санкт-Петербург;Можайская;29;;;Технологический и-т
﻿Санкт-Петербург;Можайская;31;;;Пушкинская
﻿Санкт-Петербург;Можайская;33;;;Технологический и-т
﻿Санкт-Петербург;Можайская;37;;;Технологический и-т
﻿Санкт-Петербург;Можайская;41;;;Технологический и-т
﻿Санкт-Петербург;Мойки реки наб.;1;;;Невский пр.
﻿Санкт-Петербург;Мойки реки наб.;24;;;Адмиралтейская
﻿Санкт-Петербург;Мойки реки наб.;28;;;Адмиралтейская
﻿Санкт-Петербург;Мойки реки наб.;28;;;Невский пр.
﻿Санкт-Петербург;Мойки реки наб.;35;;;Гостиный Двор
﻿Санкт-Петербург;Мойки реки наб.;40;;;Адмиралтейская
﻿Санкт-Петербург;Мойки реки наб.;40;;;Гостиный Двор
﻿Санкт-Петербург;Мойки реки наб.;40;;;Адмиралтейская
﻿Санкт-Петербург;Мойки реки наб.;42;;;Адмиралтейская
﻿Санкт-Петербург;Мойки реки наб.;42;;;Невский пр.
﻿Санкт-Петербург;Мойки реки наб.;49;;;Адмиралтейская
﻿Санкт-Петербург;Мойки реки наб.;56;;;Адмиралтейская
﻿Санкт-Петербург;Мойки реки наб.;60;;;Адмиралтейская
﻿Санкт-Петербург;Мойки реки наб.;62;;;Адмиралтейская
﻿Санкт-Петербург;Мойки реки наб.;64;;;Адмиралтейская
﻿Санкт-Петербург;Мойки реки наб.;64;;;Садовая
﻿Санкт-Петербург;Мойки реки наб.;81;;А;Адмиралтейская
﻿Санкт-Петербург;Мойки реки наб.;82;;;Адмиралтейская
﻿Санкт-Петербург;Мойки реки наб.;84;;;Адмиралтейская
﻿Санкт-Петербург;Мойки реки наб.;84;;;Сенная пл.
﻿Санкт-Петербург;Мойки реки наб.;84;;;Адмиралтейская
﻿Санкт-Петербург;Мойки реки наб.;91;;;Адмиралтейская
﻿Санкт-Петербург;Мойки реки наб.;92;;;Адмиралтейская
﻿Санкт-Петербург;Мойки реки наб.;95;;;Адмиралтейская
﻿Санкт-Петербург;Мойки реки наб.;110;;;Сенная пл.
﻿Санкт-Петербург;Мойки реки наб.;112;;А;Адмиралтейская
﻿Санкт-Петербург;Моисеенко;8;;;Восстания пл.
﻿Санкт-Петербург;Моисеенко;12;;;Чернышевская
﻿Санкт-Петербург;Моисеенко;23;;;Чернышевская
﻿Санкт-Петербург;Молдагуловой;5;;;Новочеркасская
﻿Санкт-Петербург;Мончегорская;10;;А;Чкаловская
﻿Санкт-Петербург;Моравский;3;2;;Купчино
﻿Санкт-Петербург;Моравский;3;;;Купчино
﻿Санкт-Петербург;Моравский;7;1;;Купчино
﻿Санкт-Петербург;Морская наб.;9;1;;Приморская
﻿Санкт-Петербург;Морская наб.;9;;;Приморская
﻿Санкт-Петербург;Морская наб.;15;;;Приморская
﻿Санкт-Петербург;Морская наб.;15;;Д;Приморская
﻿Санкт-Петербург;Морская наб.;17;3;;Приморская
﻿Санкт-Петербург;Морская наб.;17;;;Приморская
﻿Санкт-Петербург;Морская наб.;19;;;Приморская
﻿Санкт-Петербург;Морская наб.;21;1;;Приморская
﻿Санкт-Петербург;Морская наб.;21;2;;Приморская
﻿Санкт-Петербург;Морская наб.;25;1;;Приморская
﻿Санкт-Петербург;Морская наб.;27;;;Приморская
﻿Санкт-Петербург;Морская наб.;29;1;;Василеостровская
﻿Санкт-Петербург;Морская наб.;31;1;;Приморская
﻿Санкт-Петербург;Морская наб.;31;2;;Приморская
﻿Санкт-Петербург;Морская наб.;33;;;Приморская
﻿Санкт-Петербург;Морская наб.;35;2;;Приморская
﻿Санкт-Петербург;Морская наб.;35;2;;Василеостровская
﻿Санкт-Петербург;Морская наб.;35;3;;Приморская
﻿Санкт-Петербург;Морская наб.;35;6;;Приморская
﻿Санкт-Петербург;Морская наб.;35;6;А;Приморская
