Нас. пункт;Улица;Номер;Корпус;Литера;Метро
﻿Санкт-Петербург;Рыбацкий;15;;;Рыбацкое
﻿Санкт-Петербург;Рыбацкий;15;;;Ломоносовская
﻿Санкт-Петербург;Рыбацкий;17;1;;Рыбацкое
﻿Санкт-Петербург;Рыбацкий;17;;;Рыбацкое
﻿Санкт-Петербург;Рыбацкий;18;2;;Рыбацкое
﻿Санкт-Петербург;Рыбацкий;18;2;А;Рыбацкое
﻿Санкт-Петербург;Рыбацкий;18;;;Рыбацкое
﻿Санкт-Петербург;Рыбацкий;29;1;;Рыбацкое
﻿Санкт-Петербург;Рыбацкий;35;2;;Рыбацкое
﻿Санкт-Петербург;Рыбацкий;35;3;;Рыбацкое
﻿Санкт-Петербург;Рыбацкий;37;1;а;Рыбацкое
﻿Санкт-Петербург;Рыбацкий;37;1;;Рыбацкое
﻿Санкт-Петербург;Рыбацкий;39;;;Рыбацкое
﻿Санкт-Петербург;Рыбацкий;43;;;Рыбацкое
﻿Санкт-Петербург;Рыбацкий;45;;;Рыбацкое
﻿Санкт-Петербург;Рыбацкий;49;2;;Рыбацкое
﻿Санкт-Петербург;Рылеева;3;;;Чернышевская
﻿Санкт-Петербург;Рылеева;5;;;Чернышевская
﻿Санкт-Петербург;Рылеева;6;;;Чернышевская
﻿Санкт-Петербург;Рылеева;12;;;Чернышевская
﻿Санкт-Петербург;Рылеева;20;;;Чернышевская
﻿Санкт-Петербург;Рылеева;21;;;Чернышевская
﻿Санкт-Петербург;Рылеева;23;;;Чернышевская
﻿Санкт-Петербург;Рылеева;24;;;Чернышевская
﻿Санкт-Петербург;Рылеева;33;;;Чернышевская
﻿Санкт-Петербург;Рюхина;10;;;Крестовский остров
﻿Санкт-Петербург;Рюхина;12;;;Крестовский остров
﻿Санкт-Петербург;Рябиновая;13;;;Удельная
﻿Санкт-Петербург;Рябиновая;16;;;Удельная
﻿Санкт-Петербург;Рябиновая;17;3;А;Удельная
﻿Санкт-Петербург;Рябиновая;20;;;Пионерская
﻿Санкт-Петербург;Рябиновая;21;3;;Пионерская
﻿Санкт-Петербург;Рябовское;57;;;Большевиков пр.
﻿Санкт-Петербург;Рябовское;77;;;Ладожская
﻿Санкт-Петербург;Рябовское;119;3;;Ладожская
﻿Санкт-Петербург;Рябовское;119;4;;Ладожская
﻿Санкт-Петербург;Рябовское;121;3;;Ладожская
﻿Санкт-Петербург;Рябовское;121;4;;Ладожская
﻿Санкт-Петербург;Рябовское;121;5;;Ладожская
﻿Красное Село;Рябчикова;11;2;А;Ленинский пр.
﻿Красное Село;Рябчикова;11;2;А;Ветеранов пр.
﻿Санкт-Петербург;Савушкина;7;3;;Черная речка
﻿Санкт-Петербург;Савушкина;7;;;Черная речка
﻿Санкт-Петербург;Савушкина;12;;;Черная речка
﻿Санкт-Петербург;Савушкина;14;;;Черная речка
﻿Санкт-Петербург;Савушкина;15;;;Черная речка
﻿Санкт-Петербург;Савушкина;19;;;Черная речка
﻿Санкт-Петербург;Савушкина;24;;;Черная речка
﻿Санкт-Петербург;Савушкина;26;;;Черная речка
﻿Санкт-Петербург;Савушкина;27;1;;Черная речка
﻿Санкт-Петербург;Савушкина;28;;;Черная речка
﻿Санкт-Петербург;Савушкина;33;;;Черная речка
﻿Санкт-Петербург;Савушкина;36;1;;Старая Деревня
﻿Санкт-Петербург;Савушкина;36;;;Черная речка
﻿Санкт-Петербург;Савушкина;37;;;Черная речка
﻿Санкт-Петербург;Савушкина;42;;;Черная речка
﻿Санкт-Петербург;Савушкина;66;;;Черная речка
﻿Санкт-Петербург;Савушкина;66;;;Старая Деревня
﻿Санкт-Петербург;Савушкина;68;;;Черная речка
﻿Санкт-Петербург;Савушкина;104;;;Старая Деревня
﻿Санкт-Петербург;Савушкина;107;1;;Старая Деревня
﻿Санкт-Петербург;Савушкина;111;1;;Старая Деревня
﻿Санкт-Петербург;Савушкина;111;;;Старая Деревня
﻿Санкт-Петербург;Савушкина;113;;;Беговая
﻿Санкт-Петербург;Савушкина;115;1;;Старая Деревня
﻿Санкт-Петербург;Савушкина;115;1;;Беговая
﻿Санкт-Петербург;Савушкина;115;3;;Старая Деревня
﻿Санкт-Петербург;Савушкина;115;4;;Беговая
﻿Санкт-Петербург;Савушкина;115;4;;Старая Деревня
﻿Санкт-Петербург;Савушкина;117;2;;Беговая
﻿Санкт-Петербург;Савушкина;117;2;;Старая Деревня
﻿Санкт-Петербург;Савушкина;118;;;Беговая
﻿Санкт-Петербург;Савушкина;118;;;Старая Деревня
﻿Санкт-Петербург;Савушкина;121;1;;Старая Деревня
﻿Санкт-Петербург;Савушкина;121;2;;Беговая
﻿Санкт-Петербург;Савушкина;122;2;;Беговая
﻿Санкт-Петербург;Савушкина;122;;;Старая Деревня
﻿Санкт-Петербург;Савушкина;123;1;;Беговая
﻿Санкт-Петербург;Савушкина;124;1;;Беговая
﻿Санкт-Петербург;Савушкина;125;3;;Беговая
﻿Санкт-Петербург;Савушкина;125;4;;Беговая
﻿Санкт-Петербург;Савушкина;125;4;;Старая Деревня
﻿Санкт-Петербург;Савушкина;127;1;;Старая Деревня
﻿Санкт-Петербург;Савушкина;127;;;Старая Деревня
﻿Санкт-Петербург;Савушкина;127;;;Беговая
﻿Санкт-Петербург;Савушкина;128;1;;Беговая
﻿Санкт-Петербург;Савушкина;128;;;Беговая
﻿Санкт-Петербург;Савушкина;131;;;Старая Деревня
﻿Санкт-Петербург;Савушкина;131;;;Беговая
﻿Санкт-Петербург;Савушкина;133;1;;Беговая
